400	patients'satisfaction	patients	22.49	4587.7487722925825	5.274144298035073
519	patients	patients	22.49	4587.7487722925825	5.274144298035073
529	patients	patients	22.49	4587.7487722925825	5.274144298035073
263	units	patients	22.49	4587.7487722925825	5.274144298035073
473	patients	patients	22.49	4587.7487722925825	5.274144298035073
493	patients	patients	22.49	4587.7487722925825	5.274144298035073
472	patients	patients	22.49	4587.7487722925825	5.274144298035073
406	patients	patients	22.49	4587.7487722925825	5.274144298035073
406	patients	patients	22.49	4587.7487722925825	5.274144298035073
270	Results	patients	22.49	4587.7487722925825	5.274144298035073
471	patients	patients	22.49	4587.7487722925825	5.274144298035073
471	patients	patients	22.49	4587.7487722925825	5.274144298035073
470	patients	patients	22.49	4587.7487722925825	5.274144298035073
516	patient	patients	22.49	4587.7487722925825	5.274144298035073
470	patients	patients	22.49	4587.7487722925825	5.274144298035073
187	patients	patients	22.49	4587.7487722925825	5.274144298035073
524	patients	patients	22.49	4587.7487722925825	5.274144298035073
469	patients	patients	22.49	4587.7487722925825	5.274144298035073
118	patients	patients	22.49	4587.7487722925825	5.274144298035073
469	patients	patients	22.49	4587.7487722925825	5.274144298035073
498	patients	patients	22.49	4587.7487722925825	5.274144298035073
404	patients	patients	22.49	4587.7487722925825	5.274144298035073
404	patients	patients	22.49	4587.7487722925825	5.274144298035073
403	patient	patients	22.49	4587.7487722925825	5.274144298035073
184	patients	patients	22.49	4587.7487722925825	5.274144298035073
56	patient	patients	22.49	4587.7487722925825	5.274144298035073
118	patients	patients	22.49	4587.7487722925825	5.274144298035073
126	patients	patients	22.49	4587.7487722925825	5.274144298035073
97	children	patients	22.49	4587.7487722925825	5.274144298035073
574	patients	patients	22.49	4587.7487722925825	5.274144298035073
303	patients	patients	22.49	4587.7487722925825	5.274144298035073
304	patients	patients	22.49	4587.7487722925825	5.274144298035073
573	patient	patients	22.49	4587.7487722925825	5.274144298035073
329	patients	patients	22.49	4587.7487722925825	5.274144298035073
571	patients	patients	22.49	4587.7487722925825	5.274144298035073
299	patient	patients	22.49	4587.7487722925825	5.274144298035073
324	patients	patients	22.49	4587.7487722925825	5.274144298035073
331	patients	patients	22.49	4587.7487722925825	5.274144298035073
570	patients	patients	22.49	4587.7487722925825	5.274144298035073
213	rating	classement	0.31	258.46471956577926	5.2771274666654815
245	influence	influence	0.63	323.08089945722406	5.283206512741864
244	controls	influence	0.63	323.08089945722406	5.283206512741864
114	purpose	objectif	3.46	904.6265184802274	5.310133763133652
364	Aim	OBJECTIF	3.46	904.6265184802274	5.310133763133652
284	objective	objectif	3.46	904.6265184802274	5.310133763133652
62	aim	objectif	3.46	904.6265184802274	5.310133763133652
121	aim	objectif	3.46	904.6265184802274	5.310133763133652
240	focus	objectif	3.46	904.6265184802274	5.310133763133652
587	focused	portant	0.26	258.46471956577926	5.315742302793261
586	focused	portant	0.26	258.46471956577926	5.315742302793261
200	hypothesis	hypothèse	1.5	516.9294391315585	5.327623630680014
199	hypothesis	hypothèse	1.5	516.9294391315585	5.327623630680014
32	Hypothesis	HYPOTHÈSE	1.5	516.9294391315585	5.327623630680014
415	hypothesis	hypothèse	1.5	516.9294391315585	5.327623630680014
283	Hypothesis	HYPOTHÈSE	1.5	516.9294391315585	5.327623630680014
219	block	bloc	3.03	840.0103385887826	5.337169507632349
219	block	bloc	3.03	840.0103385887826	5.337169507632349
296	blockade	bloc	3.03	840.0103385887826	5.337169507632349
6	follow	suivi	0.23	258.46471956577926	5.339647823646816
517	Sensitivity	sensibilité	0.23	258.46471956577926	5.339647823646816
539	Sensitivity	sensibilité	0.23	258.46471956577926	5.339647823646816
138	Sensitivity	sensibilité	0.23	258.46471956577926	5.339647823646816
567	follow	suivi	0.23	258.46471956577926	5.339647823646816
133	Sensitivity	sensibilité	0.23	258.46471956577926	5.339647823646816
396	monitoring	suivi	0.23	258.46471956577926	5.339647823646816
509	follow	suivi	0.23	258.46471956577926	5.339647823646816
295	applied	appliqué	0.22	258.46471956577926	5.347745033879435
289	applied	appliqué	0.22	258.46471956577926	5.347745033879435
143	applied	appliqué	0.22	258.46471956577926	5.347745033879435
7	intervals	intervalles	0.83	387.6970793486689	5.350458739751032
513	intervals	intervalles	0.83	387.6970793486689	5.350458739751032
14	intervals	intervalles	0.83	387.6970793486689	5.350458739751032
75	intervals	intervalles	0.83	387.6970793486689	5.350458739751032
326	median	médiane	0.21	258.46471956577926	5.355908344518596
247	logistic	logistique	0.2	258.46471956577926	5.364138843655112
332	logistic	logistique	0.2	258.46471956577926	5.364138843655112
236	interactions	interactions	0.16	258.46471956577926	5.397755454454097
232	interactions	interactions	0.16	258.46471956577926	5.397755454454097
239	interaction	interactions	0.16	258.46471956577926	5.397755454454097
238	interactions	interactions	0.16	258.46471956577926	5.397755454454097
52	training	formation	0.72	387.6970793486689	5.412102902862238
229	training	formation	0.72	387.6970793486689	5.412102902862238
434	formation	formation	0.72	387.6970793486689	5.412102902862238
56	training	formation	0.72	387.6970793486689	5.412102902862238
420	training	formation	0.72	387.6970793486689	5.412102902862238
232	training	formation	0.72	387.6970793486689	5.412102902862238
367	done	menée	0.14	258.46471956577926	5.414997260888603
323	conducted	menée	0.14	258.46471956577926	5.414997260888603
194	conducted	menées	0.14	258.46471956577926	5.414997260888603
505	conducted	menées	0.14	258.46471956577926	5.414997260888603
176	incidence	incidence	0.14	258.46471956577926	5.414997260888603
353	impact	incidence	0.14	258.46471956577926	5.414997260888603
452	individualistic	individualistes	0.13	258.46471956577926	5.423730940857357
453	individualistic	individualistes	0.13	258.46471956577926	5.423730940857357
461	individual	individualistes	0.13	258.46471956577926	5.423730940857357
200	treatment	traitement	3.79	1098.475058154562	5.433062268286242
377	treatment	traitement	3.79	1098.475058154562	5.433062268286242
197	treatment	traitement	3.79	1098.475058154562	5.433062268286242
432	treatment	traitement	3.79	1098.475058154562	5.433062268286242
7	treatment	traitement	3.79	1098.475058154562	5.433062268286242
527	treatment	traitement	3.79	1098.475058154562	5.433062268286242
192	treatment	traitement	3.79	1098.475058154562	5.433062268286242
474	therapy	traitement	3.79	1098.475058154562	5.433062268286242
427	management	traitement	3.79	1098.475058154562	5.433062268286242
118	treatments	traitement	3.79	1098.475058154562	5.433062268286242
69	treatment	traitement	3.79	1098.475058154562	5.433062268286242
424	treatment	traitement	3.79	1098.475058154562	5.433062268286242
12	treatment	traitement	3.79	1098.475058154562	5.433062268286242
0	treatment	traitement	3.79	1098.475058154562	5.433062268286242
173	diet	régime	0.92	452.3132592401137	5.456854988282389
160	outcomes	régime	0.92	452.3132592401137	5.456854988282389
212	techniques	échelle	0.64	387.6970793486689	5.459449023459436
405	scale	échelle	0.64	387.6970793486689	5.459449023459436
325	Skeletal	musculaire	0.9	452.3132592401137	5.467271749140645
549	generalized	généralisée	0.08	258.46471956577926	5.468581507022709
292	range	écart	0.35	323.08089945722406	5.47041805483001
292	range	écart	0.35	323.08089945722406	5.47041805483001
75	demographic	démographiques	0.06	258.46471956577926	5.487100554789946
567	aortic	aortique	0.06	258.46471956577926	5.487100554789946
574	aortic	aortique	0.06	258.46471956577926	5.487100554789946
179	demographic	démographiques	0.06	258.46471956577926	5.487100554789946
564	aortic	aortique	0.06	258.46471956577926	5.487100554789946
507	demographic	démographiques	0.06	258.46471956577926	5.487100554789946
322	aortic	aortique	0.06	258.46471956577926	5.487100554789946
326	sex	sexe	1.65	646.1617989144481	5.492723812344308
71	sex	sexe	1.65	646.1617989144481	5.492723812344308
333	sex	sexe	1.65	646.1617989144481	5.492723812344308
80	sex	sexe	1.65	646.1617989144481	5.492723812344308
249	sex	sexe	1.65	646.1617989144481	5.492723812344308
326	sex	sexe	1.65	646.1617989144481	5.492723812344308
332	sex	sexe	1.65	646.1617989144481	5.492723812344308
219	placebo	placebo	0.05	258.46471956577926	5.496490295139785
220	placebo	placebo	0.05	258.46471956577926	5.496490295139785
120	Canadian	canadien	1.36	581.5456190230034	5.50279946433305
434	French	canadien	1.36	581.5456190230034	5.50279946433305
142	Canadian	canadien	1.36	581.5456190230034	5.50279946433305
121	Canadian	canadien	1.36	581.5456190230034	5.50279946433305
179	collected	recueillies	0.04	258.46471956577926	5.505969039094329
21	ordered	recueillies	0.04	258.46471956577926	5.505969039094329
25	ordered	commandées	0.04	258.46471956577926	5.505969039094329
27	ordered	commandées	0.04	258.46471956577926	5.505969039094329
134	point	seuil	0.04	258.46471956577926	5.505969039094329
172	Dietary	alimentaire	1.35	581.5456190230034	5.507027800442571
177	cohort	cohorte	0.29	323.08089945722406	5.51553849011048
415	observed	observés	0.03	258.46471956577926	5.51553849011048
402	cohort	cohorte	0.29	323.08089945722406	5.51553849011048
497	seen	observés	0.03	258.46471956577926	5.51553849011048
323	cohort	cohorte	0.29	323.08089945722406	5.51553849011048
240	deductive	déductive	0.03	258.46471956577926	5.51553849011048
499	seen	observés	0.03	258.46471956577926	5.51553849011048
238	Deductive	déductive	0.03	258.46471956577926	5.51553849011048
117	sleep	sommeil	0.02	258.46471956577926	5.525200401022217
114	sleep	sommeil	0.02	258.46471956577926	5.525200401022217
115	sleep	sommeil	0.02	258.46471956577926	5.525200401022217
116	sleep	sommeil	0.02	258.46471956577926	5.525200401022217
569	classification	classification	0.02	258.46471956577926	5.525200401022217
564	classification	classification	0.02	258.46471956577926	5.525200401022217
573	classification	classification	0.02	258.46471956577926	5.525200401022217
422	reproductive	reproductive	0.01	258.46471956577926	5.534956575967581
503	Diabetes	diabète	0.01	258.46471956577926	5.534956575967581
34	disinfection	désinfection	0.01	258.46471956577926	5.534956575967581
45	disinfection	désinfection	0.01	258.46471956577926	5.534956575967581
46	disinfection	désinfection	0.01	258.46471956577926	5.534956575967581
420	reproductive	reproductive	0.01	258.46471956577926	5.534956575967581
38	disinfection	désinfection	0.01	258.46471956577926	5.534956575967581
421	reproductive	reproductive	0.01	258.46471956577926	5.534956575967581
387	identification	identification	0.26	323.08089945722406	5.538885854107471
368	identification	identification	0.26	323.08089945722406	5.538885854107471
57	Identification	Identification	0.26	323.08089945722406	5.538885854107471
430	identification	identification	0.26	323.08089945722406	5.538885854107471
365	identification	identification	0.26	323.08089945722406	5.538885854107471
12	auricular	auriculaires	0.0	258.46471956577926	5.544808872410593
0	auricular	auriculaires	0.0	258.46471956577926	5.544808872410593
3	auricular	auriculaires	0.0	258.46471956577926	5.544808872410593
280	otic	auriculaires	0.0	258.46471956577926	5.544808872410593
451	Objectives	comportements	1.25	581.5456190230034	5.550324606195895
260	behaviours	comportements	1.25	581.5456190230034	5.550324606195895
452	behaviours	comportements	1.25	581.5456190230034	5.550324606195895
461	activity	comportements	1.25	581.5456190230034	5.550324606195895
557	reductions	comportements	1.25	581.5456190230034	5.550324606195895
453	behaviours	comportements	1.25	581.5456190230034	5.550324606195895
429	behaviors	comportements	1.25	581.5456190230034	5.550324606195895
516	associated	associée	1.72	710.777978805893	5.562058505745372
518	associated	associée	1.72	710.777978805893	5.562058505745372
188	associated	associée	1.72	710.777978805893	5.562058505745372
515	associated	associée	1.72	710.777978805893	5.562058505745372
572	associated	associée	1.72	710.777978805893	5.562058505745372
393	associated	associée	1.72	710.777978805893	5.562058505745372
334	associated	associée	1.72	710.777978805893	5.562058505745372
508	associated	associée	1.72	710.777978805893	5.562058505745372
186	associated	associée	1.72	710.777978805893	5.562058505745372
479	procedures	intervention	0.96	516.9294391315585	5.569872841073809
226	techniques	intervention	0.96	516.9294391315585	5.569872841073809
180	procedure	intervention	0.96	516.9294391315585	5.569872841073809
296	procedure	intervention	0.96	516.9294391315585	5.569872841073809
468	injury	insuffisance	0.2	323.08089945722406	5.587282394969321
462	failure	insuffisance	0.2	323.08089945722406	5.587282394969321
187	inefficiency	insuffisance	0.2	323.08089945722406	5.587282394969321
330	failure	insuffisance	0.2	323.08089945722406	5.587282394969321
184	inefficiency	insuffisance	0.2	323.08089945722406	5.587282394969321
249	age	âge	2.13	840.0103385887826	5.589191399685245
18	age	âge	2.13	840.0103385887826	5.589191399685245
371	age±SD	âge	2.13	840.0103385887826	5.589191399685245
413	age	âge	2.13	840.0103385887826	5.589191399685245
329	age	âge	2.13	840.0103385887826	5.589191399685245
392	age	âge	2.13	840.0103385887826	5.589191399685245
321	age	âge	2.13	840.0103385887826	5.589191399685245
391	age	âge	2.13	840.0103385887826	5.589191399685245
244	life	âge	2.13	840.0103385887826	5.589191399685245
142	integrated	intégré	0.18	323.08089945722406	5.603949447454533
56	Canadian	canadienne	0.41	387.6970793486689	5.609567439758756
360	Canadian	canadienne	0.41	387.6970793486689	5.609567439758756
434	Canadian	canadienne	0.41	387.6970793486689	5.609567439758756
374	utilized	utilisées	0.17	323.08089945722406	5.612388316100398
147	reviewers	examinateurs	0.16	323.08089945722406	5.620899005768306
148	reviewers	examinateurs	0.16	323.08089945722406	5.620899005768306
155	reviewers	examinateurs	0.16	323.08089945722406	5.620899005768306
144	reviewers	examinateurs	0.16	323.08089945722406	5.620899005768306
492	retrospective	rétrospective	0.15	323.08089945722406	5.629482749459697
323	retrospective	rétrospective	0.15	323.08089945722406	5.629482749459697
298	retrospective	rétrospective	0.15	323.08089945722406	5.629482749459697
402	retrospective	rétrospective	0.15	323.08089945722406	5.629482749459697
36	surfaces	surfaces	0.84	516.9294391315585	5.632720744733473
41	surfaces	surfaces	0.84	516.9294391315585	5.632720744733473
31	surfaces	surfaces	0.84	516.9294391315585	5.632720744733473
42	surfaces	surfaces	0.84	516.9294391315585	5.632720744733473
45	surfaces	surfaces	0.84	516.9294391315585	5.632720744733473
38	surfaces	surfaces	0.84	516.9294391315585	5.632720744733473
40	surfaces	surfaces	0.84	516.9294391315585	5.632720744733473
184	flow	débit	0.14	323.08089945722406	5.6381408122028125
332	odds	intervalle	0.83	516.9294391315585	5.6381408122028125
75	clinical	cliniques	1.06	581.5456190230034	5.6381408122028125
415	discharge	débit	0.14	323.08089945722406	5.6381408122028125
412	discharge	débit	0.14	323.08089945722406	5.6381408122028125
572	interval	intervalle	0.83	516.9294391315585	5.6381408122028125
571	interval	intervalle	0.83	516.9294391315585	5.6381408122028125
180	rate	débit	0.14	323.08089945722406	5.6381408122028125
181	clinical	cliniques	1.06	581.5456190230034	5.6381408122028125
148	cross	transversale	0.13	323.08089945722406	5.646874492171567
441	cross	transversale	0.13	323.08089945722406	5.646874492171567
437	cross	transversale	0.13	323.08089945722406	5.646874492171567
441	sectional	transversale	0.13	323.08089945722406	5.646874492171567
367	cross	transversale	0.13	323.08089945722406	5.646874492171567
148	sectional	transversale	0.13	323.08089945722406	5.646874492171567
437	sectional	transversale	0.13	323.08089945722406	5.646874492171567
367	sectional	transversale	0.13	323.08089945722406	5.646874492171567
353	electronic	électroniques	1.69	775.3941586973378	5.660119718921587
584	fatigue	fatigue	0.56	452.3132592401137	5.663299371838967
585	fatigue	fatigue	0.56	452.3132592401137	5.663299371838967
576	fatigue	fatigue	0.56	452.3132592401137	5.663299371838967
587	fatigue	fatigue	0.56	452.3132592401137	5.663299371838967
586	fatigue	fatigue	0.56	452.3132592401137	5.663299371838967
579	fatigue	fatigue	0.56	452.3132592401137	5.663299371838967
233	occurred	réalisée	0.11	323.08089945722406	5.664574069270968
402	conducted	réalisée	0.11	323.08089945722406	5.664574069270968
177	carried	réalisée	0.11	323.08089945722406	5.664574069270968
246	performed	réalisée	0.11	323.08089945722406	5.664574069270968
90	requirements	cadre	2.56	1033.858878263117	5.668487968592104
54	framework	cadre	2.56	1033.858878263117	5.668487968592104
427	setting	cadre	2.56	1033.858878263117	5.668487968592104
427	setting	cadre	2.56	1033.858878263117	5.668487968592104
389	part	cadre	2.56	1033.858878263117	5.668487968592104
53	framework	cadre	2.56	1033.858878263117	5.668487968592104
215	sizes	consommation	0.32	387.6970793486689	5.675045369138263
556	eating	consommation	0.32	387.6970793486689	5.675045369138263
119	iron	fer	3.42	1292.3235978288963	5.675797531640817
143	iron	fer	3.42	1292.3235978288963	5.675797531640817
141	iron	fer	3.42	1292.3235978288963	5.675797531640817
118	iron	fer	3.42	1292.3235978288963	5.675797531640817
137	iron	fer	3.42	1292.3235978288963	5.675797531640817
137	iron	fer	3.42	1292.3235978288963	5.675797531640817
139	iron	fer	3.42	1292.3235978288963	5.675797531640817
135	iron	fer	3.42	1292.3235978288963	5.675797531640817
121	iron	fer	3.42	1292.3235978288963	5.675797531640817
136	iron	fer	3.42	1292.3235978288963	5.675797531640817
142	iron	fer	3.42	1292.3235978288963	5.675797531640817
130	iron	fer	3.42	1292.3235978288963	5.675797531640817
130	iron	fer	3.42	1292.3235978288963	5.675797531640817
127	iron	fer	3.42	1292.3235978288963	5.675797531640817
131	iron	fer	3.42	1292.3235978288963	5.675797531640817
121	iron	fer	3.42	1292.3235978288963	5.675797531640817
123	iron	fer	3.42	1292.3235978288963	5.675797531640817
129	iron	fer	3.42	1292.3235978288963	5.675797531640817
133	iron	fer	3.42	1292.3235978288963	5.675797531640817
122	iron	fer	3.42	1292.3235978288963	5.675797531640817
328	adverse	indésirables	0.53	452.3132592401137	5.682592574773646
327	adverse	indésirables	0.53	452.3132592401137	5.682592574773646
322	adverse	indésirables	0.53	452.3132592401137	5.682592574773646
333	adverse	indésirables	0.53	452.3132592401137	5.682592574773646
331	adverse	indésirables	0.53	452.3132592401137	5.682592574773646
332	adverse	indésirables	0.53	452.3132592401137	5.682592574773646
529	adverse	indésirables	0.53	452.3132592401137	5.682592574773646
391	number	nombre	3.59	1356.9397777203412	5.686930976372245
394	number	nombre	3.59	1356.9397777203412	5.686930976372245
391	number	nombre	3.59	1356.9397777203412	5.686930976372245
497	number	nombre	3.59	1356.9397777203412	5.686930976372245
6	number	nombre	3.59	1356.9397777203412	5.686930976372245
34	counts	nombre	3.59	1356.9397777203412	5.686930976372245
394	number	nombre	3.59	1356.9397777203412	5.686930976372245
41	number	nombre	3.59	1356.9397777203412	5.686930976372245
42	counts	nombre	3.59	1356.9397777203412	5.686930976372245
442	number	nombre	3.59	1356.9397777203412	5.686930976372245
398	procedures	interventions	0.96	581.5456190230034	5.687655876730193
234	cases	interventions	0.96	581.5456190230034	5.687655876730193
218	interventions	interventions	0.96	581.5456190230034	5.687655876730193
221	techniques	interventions	0.96	581.5456190230034	5.687655876730193
299	procedures	interventions	0.96	581.5456190230034	5.687655876730193
587	dynamic	dynamique	0.71	516.9294391315585	5.705582092998345
280	suppression	suppression	0.06	323.08089945722406	5.710244106104156
284	suppression	suppression	0.06	323.08089945722406	5.710244106104156
195	suppression	suppression	0.06	323.08089945722406	5.710244106104156
295	suppression	suppression	0.06	323.08089945722406	5.710244106104156
282	suppression	suppression	0.06	323.08089945722406	5.710244106104156
363	prescription	prescription	0.47	452.3132592401137	5.72233290342316
106	prescriptions	prescription	0.47	452.3132592401137	5.72233290342316
97	prescriptions	prescription	0.47	452.3132592401137	5.72233290342316
100	prescription	prescription	0.47	452.3132592401137	5.72233290342316
104	prescriptions	prescription	0.47	452.3132592401137	5.72233290342316
224	Continuous	probantes	0.04	323.08089945722406	5.729112590408539
224	oncologic	probantes	0.04	323.08089945722406	5.729112590408539
329	included	inclus	0.45	452.3132592401137	5.735938555478938
324	included	inclus	0.45	452.3132592401137	5.735938555478938
299	included	inclus	0.45	452.3132592401137	5.735938555478938
133	included	inclus	0.45	452.3132592401137	5.735938555478938
511	included	inclus	0.45	452.3132592401137	5.735938555478938
349	Respondents	répondants	0.03	323.08089945722406	5.738682041424689
437	Distribution	Répartition	0.03	323.08089945722406	5.738682041424689
154	respondents	répondants	0.03	323.08089945722406	5.738682041424689
371	respondents	répondants	0.03	323.08089945722406	5.738682041424689
446	distribution	répartition	0.03	323.08089945722406	5.738682041424689
443	distribution	répartition	0.03	323.08089945722406	5.738682041424689
348	respondents	répondants	0.03	323.08089945722406	5.738682041424689
184	decrease	diminution	0.03	323.08089945722406	5.738682041424689
440	distribution	répartition	0.03	323.08089945722406	5.738682041424689
448	distributions	répartition	0.03	323.08089945722406	5.738682041424689
582	decrease	diminution	0.03	323.08089945722406	5.738682041424689
544	clinical	clinique	1.06	646.1617989144481	5.743501327860638
494	clinic	Clinique	1.06	646.1617989144481	5.743501327860638
44	clinical	clinique	1.06	646.1617989144481	5.743501327860638
294	clinical	clinique	1.06	646.1617989144481	5.743501327860638
485	anesthesia	anesthésie	0.02	323.08089945722406	5.748343952336426
484	anxiety	anesthésie	0.02	323.08089945722406	5.748343952336426
306	anaesthesia	anesthésie	0.02	323.08089945722406	5.748343952336426
301	anaesthesia	anesthésie	0.02	323.08089945722406	5.748343952336426
38	protocol	protocole	1.66	840.0103385887826	5.751335727193249
121	protocol	protocole	1.66	840.0103385887826	5.751335727193249
41	protocol	protocole	1.66	840.0103385887826	5.751335727193249
42	protocol	protocole	1.66	840.0103385887826	5.751335727193249
142	protocol	protocole	1.66	840.0103385887826	5.751335727193249
120	protocol	protocole	1.66	840.0103385887826	5.751335727193249
119	protocol	protocole	1.66	840.0103385887826	5.751335727193249
130	protocol	protocole	1.66	840.0103385887826	5.751335727193249
141	protocol	protocole	1.66	840.0103385887826	5.751335727193249
139	protocol	protocole	1.66	840.0103385887826	5.751335727193249
143	protocol	protocole	1.66	840.0103385887826	5.751335727193249
122	protocol	protocole	1.66	840.0103385887826	5.751335727193249
143	protocol	protocole	1.66	840.0103385887826	5.751335727193249
193	medicine	médecine	0.22	387.6970793486689	5.7532101419876
6	recurrence	récurrence	0.01	323.08089945722406	5.758100127281791
10	Recurrence	récurrence	0.01	323.08089945722406	5.758100127281791
1	recurrence	récurrence	0.01	323.08089945722406	5.758100127281791
7	recurrence	récurrence	0.01	323.08089945722406	5.758100127281791
13	recurrence	récurrence	0.01	323.08089945722406	5.758100127281791
62	importance	importance	0.0	323.08089945722406	5.767952423724803
463	significance	importance	0.0	323.08089945722406	5.767952423724803
117	importance	importance	0.0	323.08089945722406	5.767952423724803
548	reduction	réduction	1.14	710.777978805893	5.8008922728026695
130	reduction	réduction	1.14	710.777978805893	5.8008922728026695
139	reduction	réduction	1.14	710.777978805893	5.8008922728026695
134	reduction	réduction	1.14	710.777978805893	5.8008922728026695
137	reduction	réduction	1.14	710.777978805893	5.8008922728026695
122	reduction	réduction	1.14	710.777978805893	5.8008922728026695
399	reduction	réduction	1.14	710.777978805893	5.8008922728026695
100	study	évaluation	0.54	516.9294391315585	5.809651452892551
212	meta	évaluation	0.54	516.9294391315585	5.809651452892551
212	analysis	évaluation	0.54	516.9294391315585	5.809651452892551
182	biopsy	biopsie	0.15	387.6970793486689	5.811804306253652
176	biopsy	biopsie	0.15	387.6970793486689	5.811804306253652
174	biopsy	biopsie	0.15	387.6970793486689	5.811804306253652
177	biopsy	biopsie	0.15	387.6970793486689	5.811804306253652
187	biopsy	biopsie	0.15	387.6970793486689	5.811804306253652
190	biopsy	biopsie	0.15	387.6970793486689	5.811804306253652
440	inequalities	inégalités	0.34	452.3132592401137	5.814270398748846
449	inequalities	inégalités	0.34	452.3132592401137	5.814270398748846
504	inequality	inégalités	0.34	452.3132592401137	5.814270398748846
448	inequalities	inégalités	0.34	452.3132592401137	5.814270398748846
506	inequality	inégalités	0.34	452.3132592401137	5.814270398748846
559	impacts	inégalités	0.34	452.3132592401137	5.814270398748846
505	inequality	inégalités	0.34	452.3132592401137	5.814270398748846
483	anxiety	anxiété	0.14	387.6970793486689	5.8204623689967665
480	exposure	anxiété	0.14	387.6970793486689	5.8204623689967665
316	concentrations	concentrations	0.08	387.6970793486689	5.874046615130873
292	concentrations	concentrations	0.08	387.6970793486689	5.874046615130873
293	concentrations	concentrations	0.08	387.6970793486689	5.874046615130873
427	prevention	prévention	0.07	387.6970793486689	5.883263270235798
424	prevention	prévention	0.07	387.6970793486689	5.883263270235798
430	prevention	prévention	0.07	387.6970793486689	5.883263270235798
258	prevention	prévention	0.07	387.6970793486689	5.883263270235798
453	factors	facteurs	2.54	1292.3235978288963	5.8972495122105375
190	factor	facteurs	2.54	1292.3235978288963	5.8972495122105375
181	factors	facteurs	2.54	1292.3235978288963	5.8972495122105375
452	factors	facteurs	2.54	1292.3235978288963	5.8972495122105375
176	factors	facteurs	2.54	1292.3235978288963	5.8972495122105375
249	effect	facteurs	2.54	1292.3235978288963	5.8972495122105375
461	factors	facteurs	2.54	1292.3235978288963	5.8972495122105375
111	factors	facteurs	2.54	1292.3235978288963	5.8972495122105375
75	factors	facteurs	2.54	1292.3235978288963	5.8972495122105375
59	factors	facteurs	2.54	1292.3235978288963	5.8972495122105375
238	postoperative	postopératoires	0.05	387.6970793486689	5.90195540324795
332	postoperative	postopératoires	0.05	387.6970793486689	5.90195540324795
391	participation	participation	0.05	387.6970793486689	5.90195540324795
506	participation	participation	0.05	387.6970793486689	5.90195540324795
389	participation	participation	0.05	387.6970793486689	5.90195540324795
395	participation	participation	0.05	387.6970793486689	5.90195540324795
393	participation	participation	0.05	387.6970793486689	5.90195540324795
327	postoperative	postopératoires	0.05	387.6970793486689	5.90195540324795
38	cleaning	nettoyage	0.02	387.6970793486689	5.930665509130381
36	cleaning	nettoyage	0.02	387.6970793486689	5.930665509130381
34	cleaning	nettoyage	0.02	387.6970793486689	5.930665509130381
33	cleaning	nettoyage	0.02	387.6970793486689	5.930665509130381
36	cleaning	nettoyage	0.02	387.6970793486689	5.930665509130381
45	cleaning	nettoyage	0.02	387.6970793486689	5.930665509130381
313	masturbation	masturbation	0.0	387.6970793486689	5.950273980518758
313	masturbation	masturbation	0.0	387.6970793486689	5.950273980518758
200	growth	croissance	0.0	387.6970793486689	5.950273980518758
202	growth	croissance	0.0	387.6970793486689	5.950273980518758
199	growth	croissance	0.0	387.6970793486689	5.950273980518758
312	activity	masturbation	0.0	387.6970793486689	5.950273980518758
195	growth	croissance	0.0	387.6970793486689	5.950273980518758
293	significant	significative	0.46	581.5456190230034	5.980427018689445
11	significant	significative	0.46	581.5456190230034	5.980427018689445
541	significant	significative	0.46	581.5456190230034	5.980427018689445
407	significant	significative	0.46	581.5456190230034	5.980427018689445
183	significant	significative	0.46	581.5456190230034	5.980427018689445
587	balance	équilibre	0.13	452.3132592401137	5.98334672879278
579	balance	équilibre	0.13	452.3132592401137	5.98334672879278
582	balance	équilibre	0.13	452.3132592401137	5.98334672879278
584	balance	équilibre	0.13	452.3132592401137	5.98334672879278
585	balance	équilibre	0.13	452.3132592401137	5.98334672879278
586	balance	équilibre	0.13	452.3132592401137	5.98334672879278
576	balance	équilibre	0.13	452.3132592401137	5.98334672879278
152	presence	présence	0.07	452.3132592401137	6.037413950063056
59	presence	présence	0.07	452.3132592401137	6.037413950063056
182	presence	présence	0.07	452.3132592401137	6.037413950063056
186	presence	présence	0.07	452.3132592401137	6.037413950063056
181	presence	présence	0.07	452.3132592401137	6.037413950063056
464	population	population	0.82	775.3941586973378	6.049055525078542
185	population	population	0.82	775.3941586973378	6.049055525078542
360	population	population	0.82	775.3941586973378	6.049055525078542
444	population	population	0.82	775.3941586973378	6.049055525078542
360	population	population	0.82	775.3941586973378	6.049055525078542
56	population	population	0.82	775.3941586973378	6.049055525078542
164	population	population	0.82	775.3941586973378	6.049055525078542
176	population	population	0.82	775.3941586973378	6.049055525078542
447	population	population	0.82	775.3941586973378	6.049055525078542
445	population	population	0.82	775.3941586973378	6.049055525078542
20	view	mesuré	0.01	452.3132592401137	6.094572363903004
288	measured	mesuré	0.01	452.3132592401137	6.094572363903004
485	induction	induction	0.01	452.3132592401137	6.094572363903004
480	induction	induction	0.01	452.3132592401137	6.094572363903004
506	measured	mesuré	0.01	452.3132592401137	6.094572363903004
290	measured	mesuré	0.01	452.3132592401137	6.094572363903004
565	measured	mesuré	0.01	452.3132592401137	6.094572363903004
506	measured	mesuré	0.01	452.3132592401137	6.094572363903004
427	diagnosis	diagnostic	0.53	710.777978805893	6.134577698516703
428	diagnosis	diagnostic	0.53	710.777978805893	6.134577698516703
